x,y
0.29029656984854046,0.6781779628628353
0.2850575580121247,0.6402312020371866
0.20851618759704796,0.6610620615280771
0.31942836822775783,0.72376756759137
0.2703709751201913,0.7564067783738719
0.2850209418605201,0.7299063811706994
0.2567830233465492,0.7719793632468337
0.30768945905252915,0.6759595713340663
0.23965486671915398,0.7180613955145916
0.25844141276140764,0.6895574328663765
0.3385595432924508,0.801724832831588
0.3401245053868541,0.768829542400311
0.22777647875594337,0.649257118293271
0.18533987407669839,0.6914383067488032
0.3165750586316896,0.7336449665663727
0.24870253773034307,0.7457263713649109
0.25110783603106474,0.6268036510448282
0.26069975752139407,0.6145728527955548
0.28152854688769513,0.8174634875358495
0.28683760259554303,0.724891165540764
0.2875158060257976,0.7217264992574934
0.2524211549461897,0.7148671175320652
0.27107183059296525,0.7176985175665727
0.299532004701165,0.7781975660762702
0.29011017397730776,0.7064546446826344
0.24076490305133635,0.76452846852288
0.2818696980251576,0.7137440275044804
0.32877519714469927,0.7867956620890386
0.24088207104487983,0.809561422268801
0.20848902713833237,0.7664625112278222
0.2130128808591109,0.8298706177334522
0.23478639111116,0.750762024993431
0.20703103730559708,0.7675643693942343
0.22629269723288212,0.6868576495149863
0.2756037135473448,0.7398943267500273
0.15932452173203737,0.7244766008145184
0.2777202979399136,0.7970275270946124
0.28859767775346395,0.804843832269178
0.2921962761070249,0.720886069185336
0.30100625654288937,0.7250013042222173
0.23158677565722616,0.7189622623618895
0.24220308835909637,0.7090025459253985
0.26695155355498956,0.6789364944568794
0.29827754658801986,0.7385061133177359
0.25040192834786723,0.8312483837022525
0.2593888959415583,0.7357821459576169
0.28637772744042295,0.774517626665426
0.24271959724667966,0.8122348384915488
0.18083839089185733,0.6884702561933852
0.17293605847084811,0.6510116130855915
0.2301118453119569,0.7248584220240034
0.2293708485023896,0.7488465178762002
0.24563996472631044,0.6505094919403128
0.29231495423743986,0.7651182377591714
0.20506204966492586,0.7087596624174135
0.16929973156155712,0.7105646634709284
0.21948822287835318,0.7436268545583818
0.2716205105159273,0.7534114169775428
0.18354754342205068,0.6518660902368153
0.14341135036571448,0.7122251745366854
0.2117433467430513,0.7133439878504
0.2220686204909441,0.7843953415570304
0.2015172512745752,0.7108912027437759
0.15803800416750846,0.7560838573223148
0.3399622287514134,0.6749485964791195
0.2331824525778029,0.763883155199986
0.2812601731842158,0.6853218421889498
0.26847920141153725,0.7034948418772877
0.23305704743839387,0.7474841933165502
0.29474637198377956,0.7639075685375339
0.24195191288639062,0.725702779089123
0.21807205790251738,0.644004511032926
0.30057050560256204,0.7284690542959605
0.25585016544150724,0.8385245214467577
0.24292753523549077,0.6555907444601161
0.23179351193559675,0.6836920227760572
0.30978125173986826,0.7446799124610994
0.2245012335134813,0.7857430760544549
0.22267629553509755,0.7006269216879744
0.15418652446608433,0.7356052557321212
0.30344914729441225,0.7827319820406448
0.13889310895660562,0.6517600620775211
0.28186417674894587,0.6029682322223265
0.31644425495692874,0.6955555827383874
0.25950942587119397,0.7436688809646321
0.22070143977257908,0.7709594811925389
0.20782893389905802,0.654435102737417
0.27437893782021877,0.772715591480209
0.23419780976602314,0.8529645343826232
0.14853964790807928,0.7096466024559396
0.2802067993301191,0.715160230177257
0.29209069099338186,0.7398095390202447
0.24084088375569432,0.7631728619659479
0.2671419104309086,0.7300544102606857
